序号	传输方向	时间标识	状态	名称	帧ID	格式	类型	DLC	数据	
3771	接收	13:45:30.002			0x00000181	数据帧	标准帧	0x08	A8 F4 04 00 A9 F4 04 00 	
3772	接收	13:45:30.004			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3773	接收	13:45:30.012			0x00000080	数据帧	标准帧	0x00		
3774	接收	13:45:30.014			0x00000181	数据帧	标准帧	0x08	A8 F4 04 00 A9 F4 04 00 	
3775	接收	13:45:30.014			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3776	接收	13:45:30.022			0x00000080	数据帧	标准帧	0x00		
3777	接收	13:45:30.022			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3778	接收	13:45:30.024			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3779	接收	13:45:30.032			0x00000080	数据帧	标准帧	0x00		
3780	接收	13:45:30.034			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3781	接收	13:45:30.034			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3782	接收	13:45:30.042			0x00000080	数据帧	标准帧	0x00		
3783	接收	13:45:30.042			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3784	接收	13:45:30.044			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3785	接收	13:45:30.052			0x00000080	数据帧	标准帧	0x00		
3786	接收	13:45:30.054			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3787	接收	13:45:30.054			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3788	接收	13:45:30.062			0x00000080	数据帧	标准帧	0x00		
3789	接收	13:45:30.064			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3790	接收	13:45:30.064			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3791	接收	13:45:30.072			0x00000080	数据帧	标准帧	0x00		
3792	接收	13:45:30.074			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3793	接收	13:45:30.074			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3794	接收	13:45:30.082			0x00000080	数据帧	标准帧	0x00		
3795	接收	13:45:30.084			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3796	接收	13:45:30.084			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3797	接收	13:45:30.091			0x00000080	数据帧	标准帧	0x00		
3798	接收	13:45:30.093			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3799	接收	13:45:30.093			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3800	接收	13:45:30.101			0x00000080	数据帧	标准帧	0x00		
3801	接收	13:45:30.103			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3802	接收	13:45:30.103			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3803	接收	13:45:30.111			0x00000080	数据帧	标准帧	0x00		
3804	接收	13:45:30.113			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3805	接收	13:45:30.113			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3806	接收	13:45:30.121			0x00000080	数据帧	标准帧	0x00		
3807	接收	13:45:30.123			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3808	接收	13:45:30.123			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3809	接收	13:45:30.131			0x00000080	数据帧	标准帧	0x00		
3810	接收	13:45:30.133			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3811	接收	13:45:30.133			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3812	接收	13:45:30.141			0x00000080	数据帧	标准帧	0x00		
3813	接收	13:45:30.143			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3814	接收	13:45:30.143			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3815	接收	13:45:30.151			0x00000080	数据帧	标准帧	0x00		
3816	接收	13:45:30.153			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3817	接收	13:45:30.153			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3818	接收	13:45:30.161			0x00000080	数据帧	标准帧	0x00		
3819	接收	13:45:30.163			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3820	接收	13:45:30.163			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3821	接收	13:45:30.171			0x00000080	数据帧	标准帧	0x00		
3822	接收	13:45:30.173			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3823	接收	13:45:30.173			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3824	接收	13:45:30.181			0x00000080	数据帧	标准帧	0x00		
3825	接收	13:45:30.183			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3826	接收	13:45:30.183			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3827	接收	13:45:30.191			0x00000080	数据帧	标准帧	0x00		
3828	接收	13:45:30.193			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3829	接收	13:45:30.193			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3830	接收	13:45:30.201			0x00000080	数据帧	标准帧	0x00		
3831	接收	13:45:30.203			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3832	接收	13:45:30.203			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3833	接收	13:45:30.209			0x00000701	数据帧	标准帧	0x01	05 	
3834	接收	13:45:30.211			0x00000080	数据帧	标准帧	0x00		
3835	接收	13:45:30.213			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3836	接收	13:45:30.213			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3837	接收	13:45:30.221			0x00000080	数据帧	标准帧	0x00		
3838	接收	13:45:30.223			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3839	接收	13:45:30.223			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3840	接收	13:45:30.231			0x00000080	数据帧	标准帧	0x00		
3841	接收	13:45:30.233			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3842	接收	13:45:30.233			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3843	接收	13:45:30.241			0x00000080	数据帧	标准帧	0x00		
3844	接收	13:45:30.243			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3845	接收	13:45:30.243			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3846	接收	13:45:30.251			0x00000080	数据帧	标准帧	0x00		
3847	接收	13:45:30.253			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3848	接收	13:45:30.253			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3849	接收	13:45:30.261			0x00000080	数据帧	标准帧	0x00		
3850	接收	13:45:30.263			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3851	接收	13:45:30.263			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3852	接收	13:45:30.271			0x00000080	数据帧	标准帧	0x00		
3853	接收	13:45:30.273			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3854	接收	13:45:30.273			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3855	接收	13:45:30.281			0x00000080	数据帧	标准帧	0x00		
3856	接收	13:45:30.283			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3857	接收	13:45:30.283			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3858	接收	13:45:30.291			0x00000080	数据帧	标准帧	0x00		
3859	接收	13:45:30.293			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3860	接收	13:45:30.293			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3861	接收	13:45:30.301			0x00000080	数据帧	标准帧	0x00		
3862	接收	13:45:30.303			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3863	接收	13:45:30.303			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3864	接收	13:45:30.311			0x00000080	数据帧	标准帧	0x00		
3865	接收	13:45:30.313			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3866	接收	13:45:30.313			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3867	接收	13:45:30.323			0x00000080	数据帧	标准帧	0x00		
3868	接收	13:45:30.323			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3869	接收	13:45:30.325			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3870	接收	13:45:30.333			0x00000080	数据帧	标准帧	0x00		
3871	接收	13:45:30.333			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3872	接收	13:45:30.335			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3873	接收	13:45:30.341			0x00000080	数据帧	标准帧	0x00		
3874	接收	13:45:30.343			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3875	接收	13:45:30.345			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3876	接收	13:45:30.351			0x00000080	数据帧	标准帧	0x00		
3877	接收	13:45:30.353			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3878	接收	13:45:30.355			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3879	接收	13:45:30.361			0x00000080	数据帧	标准帧	0x00		
3880	接收	13:45:30.361			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3881	接收	13:45:30.363			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3882	接收	13:45:30.371			0x00000080	数据帧	标准帧	0x00		
3883	接收	13:45:30.373			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3884	接收	13:45:30.373			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3885	接收	13:45:30.381			0x00000080	数据帧	标准帧	0x00		
3886	接收	13:45:30.383			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3887	接收	13:45:30.383			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3888	接收	13:45:30.391			0x00000080	数据帧	标准帧	0x00		
3889	接收	13:45:30.392			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3890	接收	13:45:30.392			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3891	接收	13:45:30.400			0x00000080	数据帧	标准帧	0x00		
3892	接收	13:45:30.402			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3893	接收	13:45:30.402			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3894	接收	13:45:30.410			0x00000080	数据帧	标准帧	0x00		
3895	接收	13:45:30.412			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3896	接收	13:45:30.412			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3897	接收	13:45:30.420			0x00000080	数据帧	标准帧	0x00		
3898	接收	13:45:30.422			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3899	接收	13:45:30.422			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3900	接收	13:45:30.430			0x00000080	数据帧	标准帧	0x00		
3901	接收	13:45:30.432			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3902	接收	13:45:30.432			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3903	接收	13:45:30.440			0x00000080	数据帧	标准帧	0x00		
3904	接收	13:45:30.442			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3905	接收	13:45:30.442			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3906	接收	13:45:30.450			0x00000080	数据帧	标准帧	0x00		
3907	接收	13:45:30.452			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3908	接收	13:45:30.452			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3909	接收	13:45:30.460			0x00000080	数据帧	标准帧	0x00		
3910	接收	13:45:30.462			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3911	接收	13:45:30.462			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3912	接收	13:45:30.470			0x00000080	数据帧	标准帧	0x00		
3913	接收	13:45:30.472			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3914	接收	13:45:30.472			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3915	接收	13:45:30.480			0x00000080	数据帧	标准帧	0x00		
3916	接收	13:45:30.482			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3917	接收	13:45:30.482			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3918	接收	13:45:30.490			0x00000080	数据帧	标准帧	0x00		
3919	接收	13:45:30.492			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3920	接收	13:45:30.492			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3921	接收	13:45:30.500			0x00000080	数据帧	标准帧	0x00		
3922	接收	13:45:30.502			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3923	接收	13:45:30.502			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3924	接收	13:45:30.511			0x00000080	数据帧	标准帧	0x00		
3925	接收	13:45:30.511			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3926	接收	13:45:30.513			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3927	接收	13:45:30.520			0x00000080	数据帧	标准帧	0x00		
3928	接收	13:45:30.522			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3929	接收	13:45:30.522			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3930	接收	13:45:30.530			0x00000080	数据帧	标准帧	0x00		
3931	接收	13:45:30.532			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3932	接收	13:45:30.532			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3933	接收	13:45:30.540			0x00000080	数据帧	标准帧	0x00		
3934	接收	13:45:30.542			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3935	接收	13:45:30.542			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3936	接收	13:45:30.550			0x00000080	数据帧	标准帧	0x00		
3937	接收	13:45:30.552			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3938	接收	13:45:30.552			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3939	接收	13:45:30.561			0x00000080	数据帧	标准帧	0x00		
3940	接收	13:45:30.561			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3941	接收	13:45:30.563			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3942	接收	13:45:30.571			0x00000080	数据帧	标准帧	0x00		
3943	接收	13:45:30.571			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3944	接收	13:45:30.573			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3945	接收	13:45:30.581			0x00000080	数据帧	标准帧	0x00		
3946	接收	13:45:30.581			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3947	接收	13:45:30.583			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3948	接收	13:45:30.591			0x00000080	数据帧	标准帧	0x00		
3949	接收	13:45:30.591			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3950	接收	13:45:30.593			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3951	接收	13:45:30.601			0x00000080	数据帧	标准帧	0x00		
3952	接收	13:45:30.601			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3953	接收	13:45:30.603			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3954	接收	13:45:30.611			0x00000080	数据帧	标准帧	0x00		
3955	接收	13:45:30.613			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3956	接收	13:45:30.613			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3957	接收	13:45:30.621			0x00000080	数据帧	标准帧	0x00		
3958	接收	13:45:30.621			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3959	接收	13:45:30.623			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3960	接收	13:45:30.631			0x00000080	数据帧	标准帧	0x00		
3961	接收	13:45:30.633			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3962	接收	13:45:30.633			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3963	接收	13:45:30.641			0x00000080	数据帧	标准帧	0x00		
3964	接收	13:45:30.643			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3965	接收	13:45:30.643			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3966	接收	13:45:30.651			0x00000080	数据帧	标准帧	0x00		
3967	接收	13:45:30.653			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3968	接收	13:45:30.653			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3969	接收	13:45:30.661			0x00000080	数据帧	标准帧	0x00		
3970	接收	13:45:30.663			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3971	接收	13:45:30.663			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3972	接收	13:45:30.671			0x00000080	数据帧	标准帧	0x00		
3973	接收	13:45:30.673			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3974	接收	13:45:30.673			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3975	接收	13:45:30.681			0x00000080	数据帧	标准帧	0x00		
3976	接收	13:45:30.683			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3977	接收	13:45:30.683			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3978	接收	13:45:30.690			0x00000080	数据帧	标准帧	0x00		
3979	接收	13:45:30.692			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3980	接收	13:45:30.692			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3981	接收	13:45:30.700			0x00000080	数据帧	标准帧	0x00		
3982	接收	13:45:30.702			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3983	接收	13:45:30.702			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3984	接收	13:45:30.710			0x00000080	数据帧	标准帧	0x00		
3985	接收	13:45:30.712			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3986	接收	13:45:30.712			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3987	接收	13:45:30.720			0x00000080	数据帧	标准帧	0x00		
3988	接收	13:45:30.722			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3989	接收	13:45:30.722			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3990	接收	13:45:30.730			0x00000080	数据帧	标准帧	0x00		
3991	接收	13:45:30.732			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3992	接收	13:45:30.732			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3993	接收	13:45:30.740			0x00000080	数据帧	标准帧	0x00		
3994	接收	13:45:30.742			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3995	接收	13:45:30.742			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3996	接收	13:45:30.750			0x00000080	数据帧	标准帧	0x00		
3997	接收	13:45:30.752			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
3998	接收	13:45:30.752			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
3999	接收	13:45:30.760			0x00000080	数据帧	标准帧	0x00		
4000	接收	13:45:30.762			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4001	接收	13:45:30.762			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4002	接收	13:45:30.770			0x00000080	数据帧	标准帧	0x00		
4003	接收	13:45:30.772			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4004	接收	13:45:30.772			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4005	接收	13:45:30.780			0x00000080	数据帧	标准帧	0x00		
4006	接收	13:45:30.782			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4007	接收	13:45:30.782			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4008	接收	13:45:30.790			0x00000080	数据帧	标准帧	0x00		
4009	接收	13:45:30.792			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4010	接收	13:45:30.792			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4011	接收	13:45:30.800			0x00000080	数据帧	标准帧	0x00		
4012	接收	13:45:30.802			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4013	接收	13:45:30.802			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4014	接收	13:45:30.810			0x00000080	数据帧	标准帧	0x00		
4015	接收	13:45:30.812			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4016	接收	13:45:30.812			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4017	接收	13:45:30.820			0x00000080	数据帧	标准帧	0x00		
4018	接收	13:45:30.822			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4019	接收	13:45:30.822			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4020	接收	13:45:30.830			0x00000080	数据帧	标准帧	0x00		
4021	接收	13:45:30.832			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4022	接收	13:45:30.832			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4023	接收	13:45:30.840			0x00000080	数据帧	标准帧	0x00		
4024	接收	13:45:30.842			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4025	接收	13:45:30.842			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4026	接收	13:45:30.850			0x00000080	数据帧	标准帧	0x00		
4027	接收	13:45:30.852			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4028	接收	13:45:30.852			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4029	接收	13:45:30.860			0x00000080	数据帧	标准帧	0x00		
4030	接收	13:45:30.862			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4031	接收	13:45:30.862			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4032	接收	13:45:30.870			0x00000080	数据帧	标准帧	0x00		
4033	接收	13:45:30.872			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4034	接收	13:45:30.872			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4035	接收	13:45:30.880			0x00000080	数据帧	标准帧	0x00		
4036	接收	13:45:30.880			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4037	接收	13:45:30.882			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4038	接收	13:45:30.890			0x00000080	数据帧	标准帧	0x00		
4039	接收	13:45:30.890			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4040	接收	13:45:30.892			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4041	接收	13:45:30.900			0x00000080	数据帧	标准帧	0x00		
4042	接收	13:45:30.900			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
4043	接收	13:45:30.902			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
4044	接收	13:45:30.910			0x00000080	数据帧	标准帧	0x00		
4045	接收	13:45:30.910			0x00000181	数据帧	标准帧	0x08	A9 F4 04 00 A9 F4 04 00 	
